dt_venda;cod_prod;cod_cliente;pr_custo;pr_unit;qtd
18/03/2019;6;8;R$ 2,85;R$ 3,00;24
18/03/2019;5;5;R$ 3,00;R$ 4,28;43
18/03/2019;7;2;R$ 1,01;R$ 1,44;22
18/03/2019;9;3;R$ 2,64;R$ 2,78;44
18/03/2019;2;8;R$ 1,12;R$ 1,18;65
18/03/2019;3;4;R$ 0,77;R$ 0,96;15
18/03/2019;6;8;R$ 2,85;R$ 3,00;57
18/03/2019;4;5;R$ 1,69;R$ 2,41;101
18/03/2019;4;1;R$ 1,69;R$ 2,41;93
18/03/2019;6;8;R$ 2,85;R$ 3,00;69
18/03/2019;3;6;R$ 0,77;R$ 0,96;92
18/03/2019;6;9;R$ 2,85;R$ 3,00;74
18/03/2019;7;5;R$ 1,01;R$ 1,44;106
18/03/2019;7;10;R$ 1,01;R$ 1,44;32
18/03/2019;2;5;R$ 1,12;R$ 1,18;14
18/03/2019;3;3;R$ 0,77;R$ 0,96;76
19/03/2019;3;5;R$ 0,77;R$ 0,96;41
19/03/2019;9;4;R$ 8,13;R$ 8,56;107
19/03/2019;3;10;R$ 0,77;R$ 0,96;80
19/03/2019;2;2;R$ 1,12;R$ 1,18;61
19/03/2019;6;10;R$ 2,85;R$ 3,00;111
19/03/2019;6;6;R$ 2,85;R$ 3,00;53
19/03/2019;9;9;R$ 2,64;R$ 2,78;32
19/03/2019;4;10;R$ 1,69;R$ 2,41;68
19/03/2019;5;9;R$ 3,00;R$ 4,28;15
19/03/2019;7;6;R$ 1,01;R$ 1,44;17
19/03/2019;2;5;R$ 1,12;R$ 1,18;40
19/03/2019;4;1;R$ 1,69;R$ 2,41;20
19/03/2019;5;6;R$ 3,00;R$ 4,28;102
19/03/2019;6;8;R$ 2,85;R$ 3,00;77
19/03/2019;7;1;R$ 1,01;R$ 1,44;66
19/03/2019;7;5;R$ 1,01;R$ 1,44;25
19/03/2019;3;1;R$ 0,77;R$ 0,96;36
19/03/2019;5;1;R$ 3,00;R$ 4,28;55
19/03/2019;5;9;R$ 3,00;R$ 4,28;87
19/03/2019;4;7;R$ 1,69;R$ 2,41;17
19/03/2019;4;7;R$ 1,69;R$ 2,41;78
19/03/2019;5;2;R$ 3,00;R$ 4,28;63
20/03/2019;2;2;R$ 1,12;R$ 1,18;115
20/03/2019;6;2;R$ 2,85;R$ 3,00;38
20/03/2019;7;1;R$ 1,01;R$ 1,44;87
20/03/2019;5;3;R$ 3,00;R$ 4,28;61
20/03/2019;9;8;R$ 8,13;R$ 8,56;102
20/03/2019;4;7;R$ 1,69;R$ 2,41;85
20/03/2019;6;8;R$ 2,85;R$ 3,00;103
20/03/2019;6;2;R$ 2,85;R$ 3,00;65
20/03/2019;2;9;R$ 1,12;R$ 1,18;108
20/03/2019;5;9;R$ 3,00;R$ 4,28;31
20/03/2019;5;8;R$ 3,00;R$ 4,28;17
20/03/2019;7;7;R$ 1,01;R$ 1,44;29
20/03/2019;3;7;R$ 0,77;R$ 0,96;112
20/03/2019;7;5;R$ 1,01;R$ 1,44;13
20/03/2019;1;4;R$ 6,68;R$ 8,35;38
20/03/2019;6;1;R$ 2,85;R$ 3,00;69
21/03/2019;1;4;R$ 6,68;R$ 8,35;75
21/03/2019;9;8;R$ 2,64;R$ 2,78;27
21/03/2019;3;3;R$ 0,77;R$ 0,96;70
21/03/2019;7;1;R$ 1,01;R$ 1,44;97
21/03/2019;4;6;R$ 1,69;R$ 2,41;41
21/03/2019;4;1;R$ 1,69;R$ 2,41;32
22/03/2019;7;9;R$ 1,01;R$ 1,44;45
22/03/2019;9;6;R$ 8,13;R$ 8,56;78
22/03/2019;2;7;R$ 1,12;R$ 1,18;98
22/03/2019;1;3;R$ 6,68;R$ 8,35;25
22/03/2019;2;3;R$ 1,12;R$ 1,18;97
22/03/2019;3;7;R$ 0,77;R$ 0,96;99
22/03/2019;5;6;R$ 3,00;R$ 4,28;18
22/03/2019;7;7;R$ 1,01;R$ 1,44;95
22/03/2019;7;7;R$ 1,01;R$ 1,44;61
22/03/2019;4;9;R$ 1,69;R$ 2,41;89
22/03/2019;6;2;R$ 2,85;R$ 3,00;94
22/03/2019;3;7;R$ 0,77;R$ 0,96;70
22/03/2019;9;8;R$ 2,64;R$ 2,78;63
22/03/2019;5;9;R$ 3,00;R$ 4,28;89
22/03/2019;3;7;R$ 0,77;R$ 0,96;103
22/03/2019;5;5;R$ 3,00;R$ 4,28;28
22/03/2019;7;10;R$ 1,01;R$ 1,44;33
22/03/2019;7;4;R$ 1,01;R$ 1,44;97
22/03/2019;3;6;R$ 0,77;R$ 0,96;15
22/03/2019;6;5;R$ 2,85;R$ 3,00;33
22/03/2019;6;1;R$ 2,85;R$ 3,00;107
22/03/2019;9;5;R$ 8,13;R$ 8,56;84
23/03/2019;4;10;R$ 1,69;R$ 2,41;29
23/03/2019;5;4;R$ 3,00;R$ 4,28;101
23/03/2019;9;9;R$ 8,13;R$ 8,56;108
23/03/2019;9;8;R$ 8,13;R$ 8,56;30
23/03/2019;1;3;R$ 6,68;R$ 8,35;31
23/03/2019;1;8;R$ 6,68;R$ 8,35;68
23/03/2019;3;6;R$ 0,77;R$ 0,96;51
23/03/2019;5;3;R$ 3,00;R$ 4,28;43
23/03/2019;6;8;R$ 2,85;R$ 3,00;56
23/03/2019;5;8;R$ 3,00;R$ 4,28;33
23/03/2019;6;8;R$ 2,85;R$ 3,00;46
23/03/2019;1;10;R$ 6,68;R$ 8,35;46
23/03/2019;1;4;R$ 6,68;R$ 8,35;12
23/03/2019;4;2;R$ 1,69;R$ 2,41;20
23/03/2019;9;7;R$ 2,64;R$ 2,78;60
23/03/2019;9;10;R$ 8,13;R$ 8,56;31
23/03/2019;4;3;R$ 1,69;R$ 2,41;94
23/03/2019;6;8;R$ 2,85;R$ 3,00;78
23/03/2019;6;3;R$ 2,85;R$ 3,00;112
23/03/2019;7;8;R$ 1,01;R$ 1,44;68
23/03/2019;1;7;R$ 6,68;R$ 8,35;115
23/03/2019;3;2;R$ 0,77;R$ 0,96;115
23/03/2019;4;3;R$ 1,69;R$ 2,41;95
23/03/2019;5;7;R$ 3,00;R$ 4,28;68
23/03/2019;9;3;R$ 8,13;R$ 8,56;85
23/03/2019;4;2;R$ 1,69;R$ 2,41;56
24/03/2019;2;4;R$ 1,12;R$ 1,18;115
24/03/2019;9;3;R$ 2,64;R$ 2,78;60
24/03/2019;3;10;R$ 0,77;R$ 0,96;28
24/03/2019;4;5;R$ 1,69;R$ 2,41;39
24/03/2019;9;8;R$ 8,13;R$ 8,56;77
24/03/2019;3;2;R$ 0,77;R$ 0,96;78
24/03/2019;5;5;R$ 3,00;R$ 4,28;106
24/03/2019;4;7;R$ 1,69;R$ 2,41;40
24/03/2019;6;9;R$ 2,85;R$ 3,00;106
24/03/2019;5;9;R$ 3,00;R$ 4,28;83
24/03/2019;9;5;R$ 2,64;R$ 2,78;29
24/03/2019;3;7;R$ 0,77;R$ 0,96;46
24/03/2019;4;2;R$ 1,69;R$ 2,41;29
24/03/2019;6;5;R$ 2,85;R$ 3,00;22
24/03/2019;1;6;R$ 6,68;R$ 8,35;77
24/03/2019;3;3;R$ 0,77;R$ 0,96;53
24/03/2019;4;1;R$ 1,69;R$ 2,41;48
24/03/2019;6;3;R$ 2,85;R$ 3,00;14
24/03/2019;3;3;R$ 0,77;R$ 0,96;102
24/03/2019;5;1;R$ 3,00;R$ 4,28;31
24/03/2019;9;5;R$ 2,64;R$ 2,78;13
25/03/2019;3;1;R$ 0,77;R$ 0,96;48
25/03/2019;4;8;R$ 1,69;R$ 2,41;105
25/03/2019;2;10;R$ 1,12;R$ 1,18;84
25/03/2019;3;7;R$ 0,77;R$ 0,96;87
25/03/2019;7;2;R$ 1,01;R$ 1,44;10
25/03/2019;1;1;R$ 6,68;R$ 8,35;75
25/03/2019;2;9;R$ 1,12;R$ 1,18;96
25/03/2019;3;10;R$ 0,77;R$ 0,96;88
25/03/2019;5;3;R$ 3,00;R$ 4,28;99
25/03/2019;9;6;R$ 8,13;R$ 8,56;54
25/03/2019;6;1;R$ 2,85;R$ 3,00;11
25/03/2019;2;9;R$ 1,12;R$ 1,18;91
25/03/2019;3;1;R$ 0,77;R$ 0,96;43
25/03/2019;6;2;R$ 2,85;R$ 3,00;49
25/03/2019;9;7;R$ 2,64;R$ 2,78;37
25/03/2019;5;7;R$ 3,00;R$ 4,28;86
26/03/2019;3;8;R$ 0,77;R$ 0,96;77
26/03/2019;3;5;R$ 0,77;R$ 0,96;54
26/03/2019;1;8;R$ 6,68;R$ 8,35;110
26/03/2019;9;10;R$ 8,13;R$ 8,56;101
26/03/2019;5;3;R$ 3,00;R$ 4,28;37
26/03/2019;6;8;R$ 2,85;R$ 3,00;108
26/03/2019;3;10;R$ 0,77;R$ 0,96;63
26/03/2019;5;3;R$ 3,00;R$ 4,28;60
26/03/2019;7;7;R$ 1,01;R$ 1,44;87
26/03/2019;4;5;R$ 1,69;R$ 2,41;39
26/03/2019;6;4;R$ 2,85;R$ 3,00;69
26/03/2019;3;10;R$ 0,77;R$ 0,96;65
26/03/2019;3;2;R$ 0,77;R$ 0,96;108
26/03/2019;6;1;R$ 2,85;R$ 3,00;78
26/03/2019;7;5;R$ 1,01;R$ 1,44;101
26/03/2019;9;8;R$ 2,64;R$ 2,78;44
26/03/2019;7;7;R$ 1,01;R$ 1,44;108
26/03/2019;9;2;R$ 2,64;R$ 2,78;84
26/03/2019;5;2;R$ 3,00;R$ 4,28;57
26/03/2019;6;10;R$ 2,85;R$ 3,00;61
27/03/2019;7;2;R$ 1,01;R$ 1,44;49
27/03/2019;3;2;R$ 0,77;R$ 0,96;45
27/03/2019;4;9;R$ 1,69;R$ 2,41;45
27/03/2019;5;9;R$ 3,00;R$ 4,28;108
27/03/2019;3;3;R$ 0,77;R$ 0,96;74
27/03/2019;4;3;R$ 1,69;R$ 2,41;41
27/03/2019;1;9;R$ 6,68;R$ 8,35;59
27/03/2019;3;5;R$ 0,77;R$ 0,96;109
27/03/2019;6;1;R$ 2,85;R$ 3,00;84
27/03/2019;7;6;R$ 1,01;R$ 1,44;27
27/03/2019;9;7;R$ 2,64;R$ 2,78;104
27/03/2019;9;7;R$ 2,64;R$ 2,78;37
28/03/2019;1;9;R$ 6,68;R$ 8,35;39
28/03/2019;5;2;R$ 3,00;R$ 4,28;47
28/03/2019;6;5;R$ 2,85;R$ 3,00;82
28/03/2019;1;6;R$ 6,68;R$ 8,35;96
28/03/2019;3;1;R$ 0,77;R$ 0,96;38
28/03/2019;5;9;R$ 3,00;R$ 4,28;24
28/03/2019;6;5;R$ 2,85;R$ 3,00;92
28/03/2019;9;3;R$ 2,64;R$ 2,78;87
28/03/2019;9;10;R$ 8,13;R$ 8,56;23
28/03/2019;1;4;R$ 6,68;R$ 8,35;95
28/03/2019;2;3;R$ 1,12;R$ 1,18;67
28/03/2019;3;1;R$ 0,77;R$ 0,96;54
28/03/2019;4;10;R$ 1,69;R$ 2,41;65
28/03/2019;6;6;R$ 2,85;R$ 3,00;64
28/03/2019;4;8;R$ 1,69;R$ 2,41;68
28/03/2019;4;8;R$ 1,69;R$ 2,41;107
28/03/2019;1;4;R$ 6,68;R$ 8,35;47
28/03/2019;3;3;R$ 0,77;R$ 0,96;63
28/03/2019;5;4;R$ 3,00;R$ 4,28;106
28/03/2019;7;7;R$ 1,01;R$ 1,44;83
28/03/2019;9;4;R$ 2,64;R$ 2,78;29
28/03/2019;7;4;R$ 1,01;R$ 1,44;66
28/03/2019;6;10;R$ 2,85;R$ 3,00;88
28/03/2019;2;3;R$ 1,12;R$ 1,18;12
28/03/2019;5;8;R$ 3,00;R$ 4,28;10
28/03/2019;6;3;R$ 2,85;R$ 3,00;95
28/03/2019;3;6;R$ 0,77;R$ 0,96;101
28/03/2019;4;3;R$ 1,69;R$ 2,41;113
29/03/2019;3;10;R$ 0,77;R$ 0,96;21
29/03/2019;9;4;R$ 2,64;R$ 2,78;93
29/03/2019;2;5;R$ 1,12;R$ 1,18;87
29/03/2019;4;7;R$ 1,69;R$ 2,41;93
29/03/2019;2;1;R$ 1,12;R$ 1,18;26
29/03/2019;5;2;R$ 3,00;R$ 4,28;25
29/03/2019;5;6;R$ 3,00;R$ 4,28;28
29/03/2019;9;10;R$ 2,64;R$ 2,78;25
29/03/2019;5;5;R$ 3,00;R$ 4,28;114
29/03/2019;6;6;R$ 2,85;R$ 3,00;76
29/03/2019;5;4;R$ 3,00;R$ 4,28;109
29/03/2019;5;3;R$ 3,00;R$ 4,28;45
29/03/2019;7;6;R$ 1,01;R$ 1,44;105
29/03/2019;9;5;R$ 2,64;R$ 2,78;26
29/03/2019;3;1;R$ 0,77;R$ 0,96;40
29/03/2019;9;10;R$ 2,64;R$ 2,78;13
30/03/2019;2;6;R$ 1,12;R$ 1,18;93
30/03/2019;5;5;R$ 3,00;R$ 4,28;90
30/03/2019;5;4;R$ 3,00;R$ 4,28;29
30/03/2019;5;1;R$ 3,00;R$ 4,28;115
30/03/2019;1;7;R$ 6,68;R$ 8,35;102
30/03/2019;2;2;R$ 1,12;R$ 1,18;83
30/03/2019;3;8;R$ 0,77;R$ 0,96;59
30/03/2019;3;2;R$ 0,77;R$ 0,96;39
30/03/2019;4;8;R$ 1,69;R$ 2,41;81
30/03/2019;7;2;R$ 1,01;R$ 1,44;107
30/03/2019;9;6;R$ 8,13;R$ 8,56;32
30/03/2019;4;2;R$ 1,69;R$ 2,41;43
30/03/2019;7;8;R$ 1,01;R$ 1,44;12
31/03/2019;6;8;R$ 2,85;R$ 3,00;113
31/03/2019;7;3;R$ 1,01;R$ 1,44;85
31/03/2019;6;6;R$ 2,85;R$ 3,00;99
31/03/2019;7;7;R$ 1,01;R$ 1,44;20
31/03/2019;9;4;R$ 2,64;R$ 2,78;63
31/03/2019;4;10;R$ 1,69;R$ 2,41;45
31/03/2019;9;9;R$ 2,64;R$ 2,78;92
31/03/2019;3;1;R$ 0,77;R$ 0,96;70
31/03/2019;7;3;R$ 1,01;R$ 1,44;85
31/03/2019;9;4;R$ 8,13;R$ 8,56;24
31/03/2019;4;3;R$ 1,69;R$ 2,41;91
31/03/2019;4;4;R$ 1,69;R$ 2,41;26
31/03/2019;5;4;R$ 3,00;R$ 4,28;55
31/03/2019;1;10;R$ 6,68;R$ 8,35;28
01/04/2019;1;6;R$ 6,68;R$ 8,35;51
01/04/2019;2;9;R$ 1,12;R$ 1,18;61
01/04/2019;3;2;R$ 0,77;R$ 0,96;35
01/04/2019;4;2;R$ 1,69;R$ 2,41;86
01/04/2019;5;4;R$ 3,00;R$ 4,28;34
01/04/2019;9;3;R$ 8,13;R$ 8,56;69
01/04/2019;6;5;R$ 2,85;R$ 3,00;80
01/04/2019;7;6;R$ 1,01;R$ 1,44;86
01/04/2019;9;9;R$ 2,64;R$ 2,78;30
01/04/2019;1;3;R$ 6,68;R$ 8,35;112
01/04/2019;1;1;R$ 6,68;R$ 8,35;30
01/04/2019;6;3;R$ 2,85;R$ 3,00;46
01/04/2019;9;7;R$ 2,64;R$ 2,78;105
01/04/2019;9;9;R$ 8,13;R$ 8,56;71
01/04/2019;3;8;R$ 0,77;R$ 0,96;92
01/04/2019;3;8;R$ 0,77;R$ 0,96;72
01/04/2019;3;1;R$ 0,77;R$ 0,96;114
01/04/2019;5;5;R$ 3,00;R$ 4,28;28
01/04/2019;7;5;R$ 1,01;R$ 1,44;31
01/04/2019;6;9;R$ 2,85;R$ 3,00;80
01/04/2019;7;5;R$ 1,01;R$ 1,44;72
01/04/2019;9;3;R$ 2,64;R$ 2,78;20
01/04/2019;4;1;R$ 1,69;R$ 2,41;90
01/04/2019;7;4;R$ 1,01;R$ 1,44;75
01/04/2019;3;9;R$ 0,77;R$ 0,96;44
01/04/2019;9;4;R$ 2,64;R$ 2,78;103
02/04/2019;6;7;R$ 2,85;R$ 3,00;15
02/04/2019;6;10;R$ 2,85;R$ 3,00;104
02/04/2019;9;4;R$ 2,64;R$ 2,78;64
02/04/2019;2;3;R$ 1,12;R$ 1,18;64
02/04/2019;3;3;R$ 0,77;R$ 0,96;43
02/04/2019;4;3;R$ 1,69;R$ 2,41;86
02/04/2019;4;9;R$ 1,69;R$ 2,41;103
02/04/2019;7;5;R$ 1,01;R$ 1,44;75
02/04/2019;9;10;R$ 2,64;R$ 2,78;36
02/04/2019;9;6;R$ 2,64;R$ 2,78;77
02/04/2019;9;2;R$ 8,13;R$ 8,56;30
02/04/2019;9;8;R$ 8,13;R$ 8,56;62
02/04/2019;9;3;R$ 2,64;R$ 2,78;111
02/04/2019;1;6;R$ 6,68;R$ 8,35;56
02/04/2019;1;9;R$ 6,68;R$ 8,35;17
02/04/2019;1;6;R$ 6,68;R$ 8,35;68
02/04/2019;5;4;R$ 3,00;R$ 4,28;45
02/04/2019;6;10;R$ 2,85;R$ 3,00;49
02/04/2019;9;1;R$ 2,64;R$ 2,78;39
02/04/2019;9;4;R$ 8,13;R$ 8,56;56
02/04/2019;9;5;R$ 8,13;R$ 8,56;97
02/04/2019;4;2;R$ 1,69;R$ 2,41;73
02/04/2019;3;2;R$ 0,77;R$ 0,96;60
02/04/2019;5;8;R$ 3,00;R$ 4,28;41
02/04/2019;6;2;R$ 2,85;R$ 3,00;100
02/04/2019;9;3;R$ 2,64;R$ 2,78;98
03/04/2019;9;3;R$ 8,13;R$ 8,56;32
03/04/2019;6;2;R$ 2,85;R$ 3,00;44
03/04/2019;9;7;R$ 2,64;R$ 2,78;73
03/04/2019;9;9;R$ 8,13;R$ 8,56;17
03/04/2019;9;5;R$ 2,64;R$ 2,78;56
03/04/2019;2;4;R$ 1,12;R$ 1,18;68
03/04/2019;5;9;R$ 3,00;R$ 4,28;31
03/04/2019;6;7;R$ 2,85;R$ 3,00;92
03/04/2019;5;5;R$ 3,00;R$ 4,28;95
03/04/2019;1;7;R$ 6,68;R$ 8,35;63
03/04/2019;4;3;R$ 1,69;R$ 2,41;50
04/04/2019;4;1;R$ 1,69;R$ 2,41;91
04/04/2019;6;9;R$ 2,85;R$ 3,00;105
04/04/2019;9;9;R$ 2,64;R$ 2,78;92
04/04/2019;6;1;R$ 2,85;R$ 3,00;110
04/04/2019;6;5;R$ 2,85;R$ 3,00;84
04/04/2019;9;2;R$ 8,13;R$ 8,56;22
04/04/2019;7;9;R$ 1,01;R$ 1,44;69
04/04/2019;2;5;R$ 1,12;R$ 1,18;54
04/04/2019;6;2;R$ 2,85;R$ 3,00;91
04/04/2019;7;5;R$ 1,01;R$ 1,44;75
04/04/2019;2;8;R$ 1,12;R$ 1,18;29
04/04/2019;9;7;R$ 2,64;R$ 2,78;24
04/04/2019;1;7;R$ 6,68;R$ 8,35;87
04/04/2019;9;7;R$ 8,13;R$ 8,56;75
04/04/2019;4;8;R$ 1,69;R$ 2,41;53
04/04/2019;6;8;R$ 2,85;R$ 3,00;58
04/04/2019;7;5;R$ 1,01;R$ 1,44;90
05/04/2019;9;8;R$ 2,64;R$ 2,78;77
05/04/2019;2;8;R$ 1,12;R$ 1,18;22
05/04/2019;3;3;R$ 0,77;R$ 0,96;85
05/04/2019;5;10;R$ 3,00;R$ 4,28;90
05/04/2019;3;1;R$ 0,77;R$ 0,96;15
05/04/2019;5;2;R$ 3,00;R$ 4,28;102
05/04/2019;6;2;R$ 2,85;R$ 3,00;112
05/04/2019;9;2;R$ 8,13;R$ 8,56;98
05/04/2019;6;5;R$ 2,85;R$ 3,00;48
05/04/2019;7;1;R$ 1,01;R$ 1,44;113
05/04/2019;9;6;R$ 8,13;R$ 8,56;78
05/04/2019;9;2;R$ 8,13;R$ 8,56;109
05/04/2019;3;4;R$ 0,77;R$ 0,96;115
05/04/2019;7;7;R$ 1,01;R$ 1,44;28
05/04/2019;1;7;R$ 6,68;R$ 8,35;65
05/04/2019;3;6;R$ 0,77;R$ 0,96;103
05/04/2019;9;5;R$ 2,64;R$ 2,78;34
05/04/2019;3;5;R$ 0,77;R$ 0,96;79
05/04/2019;2;2;R$ 1,12;R$ 1,18;48
05/04/2019;4;7;R$ 1,69;R$ 2,41;86
05/04/2019;5;2;R$ 3,00;R$ 4,28;26
06/04/2019;4;2;R$ 1,69;R$ 2,41;65
06/04/2019;4;6;R$ 1,69;R$ 2,41;10
06/04/2019;9;2;R$ 8,13;R$ 8,56;71
06/04/2019;2;6;R$ 1,12;R$ 1,18;63
06/04/2019;5;2;R$ 3,00;R$ 4,28;16
06/04/2019;5;4;R$ 3,00;R$ 4,28;105
06/04/2019;5;5;R$ 3,00;R$ 4,28;77
06/04/2019;6;10;R$ 2,85;R$ 3,00;59
06/04/2019;5;8;R$ 3,00;R$ 4,28;14
06/04/2019;5;9;R$ 3,00;R$ 4,28;74
06/04/2019;9;9;R$ 2,64;R$ 2,78;90
06/04/2019;9;6;R$ 8,13;R$ 8,56;10
06/04/2019;1;5;R$ 6,68;R$ 8,35;47
06/04/2019;6;1;R$ 2,85;R$ 3,00;22
06/04/2019;7;2;R$ 1,01;R$ 1,44;63
06/04/2019;1;10;R$ 6,68;R$ 8,35;87
06/04/2019;6;2;R$ 2,85;R$ 3,00;25
06/04/2019;9;10;R$ 2,64;R$ 2,78;88
06/04/2019;1;5;R$ 6,68;R$ 8,35;14
06/04/2019;3;7;R$ 0,77;R$ 0,96;39
06/04/2019;4;3;R$ 1,69;R$ 2,41;50
06/04/2019;4;3;R$ 1,69;R$ 2,41;111
06/04/2019;5;6;R$ 3,00;R$ 4,28;31
06/04/2019;6;7;R$ 2,85;R$ 3,00;89
06/04/2019;9;9;R$ 2,64;R$ 2,78;109
06/04/2019;3;8;R$ 0,77;R$ 0,96;106
06/04/2019;3;7;R$ 0,77;R$ 0,96;60
06/04/2019;5;10;R$ 3,00;R$ 4,28;112
06/04/2019;2;2;R$ 1,12;R$ 1,18;55
07/04/2019;1;9;R$ 6,68;R$ 8,35;113
07/04/2019;1;8;R$ 6,68;R$ 8,35;113
07/04/2019;4;10;R$ 1,69;R$ 2,41;37
07/04/2019;9;7;R$ 8,13;R$ 8,56;40
07/04/2019;1;6;R$ 6,68;R$ 8,35;90
07/04/2019;9;5;R$ 8,13;R$ 8,56;90
07/04/2019;1;4;R$ 6,68;R$ 8,35;107
07/04/2019;9;10;R$ 2,64;R$ 2,78;107
07/04/2019;2;6;R$ 1,12;R$ 1,18;58
07/04/2019;9;8;R$ 2,64;R$ 2,78;91
07/04/2019;9;1;R$ 8,13;R$ 8,56;48
07/04/2019;2;3;R$ 1,12;R$ 1,18;70
07/04/2019;3;5;R$ 0,77;R$ 0,96;104
07/04/2019;5;4;R$ 3,00;R$ 4,28;22
07/04/2019;6;9;R$ 2,85;R$ 3,00;94
07/04/2019;1;9;R$ 6,68;R$ 8,35;23
07/04/2019;7;8;R$ 1,01;R$ 1,44;22
07/04/2019;9;2;R$ 2,64;R$ 2,78;14
07/04/2019;9;9;R$ 2,64;R$ 2,78;19
07/04/2019;6;1;R$ 2,85;R$ 3,00;16
07/04/2019;3;9;R$ 0,77;R$ 0,96;105
08/04/2019;1;9;R$ 6,68;R$ 8,35;10
08/04/2019;1;4;R$ 6,68;R$ 8,35;69
08/04/2019;3;4;R$ 0,77;R$ 0,96;109
08/04/2019;2;2;R$ 1,12;R$ 1,18;93
08/04/2019;5;9;R$ 3,00;R$ 4,28;80
08/04/2019;9;5;R$ 8,13;R$ 8,56;40
08/04/2019;4;10;R$ 1,69;R$ 2,41;24
08/04/2019;6;1;R$ 2,85;R$ 3,00;12
08/04/2019;7;7;R$ 1,01;R$ 1,44;70
08/04/2019;9;1;R$ 2,64;R$ 2,78;18
08/04/2019;2;10;R$ 1,12;R$ 1,18;53
08/04/2019;4;10;R$ 1,69;R$ 2,41;36
08/04/2019;9;7;R$ 2,64;R$ 2,78;96
08/04/2019;3;6;R$ 0,77;R$ 0,96;22
08/04/2019;4;5;R$ 1,69;R$ 2,41;45
08/04/2019;6;4;R$ 2,85;R$ 3,00;80
08/04/2019;9;10;R$ 2,64;R$ 2,78;46
09/04/2019;9;4;R$ 2,64;R$ 2,78;19
09/04/2019;2;1;R$ 1,12;R$ 1,18;39
09/04/2019;2;7;R$ 1,12;R$ 1,18;99
09/04/2019;2;10;R$ 1,12;R$ 1,18;96
09/04/2019;3;9;R$ 0,77;R$ 0,96;47
09/04/2019;9;10;R$ 8,13;R$ 8,56;60
09/04/2019;9;10;R$ 8,13;R$ 8,56;32
09/04/2019;6;7;R$ 2,85;R$ 3,00;81
09/04/2019;4;1;R$ 1,69;R$ 2,41;30
09/04/2019;4;5;R$ 1,69;R$ 2,41;30
09/04/2019;6;1;R$ 2,85;R$ 3,00;81
09/04/2019;2;7;R$ 1,12;R$ 1,18;89
09/04/2019;2;7;R$ 1,12;R$ 1,18;54
09/04/2019;1;9;R$ 6,68;R$ 8,35;88
09/04/2019;2;5;R$ 1,12;R$ 1,18;83
09/04/2019;2;9;R$ 1,12;R$ 1,18;26
09/04/2019;2;5;R$ 1,12;R$ 1,18;94
10/04/2019;1;2;R$ 6,68;R$ 8,35;19
10/04/2019;9;8;R$ 8,13;R$ 8,56;97
10/04/2019;2;9;R$ 1,12;R$ 1,18;103
10/04/2019;5;2;R$ 3,00;R$ 4,28;14
10/04/2019;5;8;R$ 3,00;R$ 4,28;31
10/04/2019;4;2;R$ 1,69;R$ 2,41;101
10/04/2019;7;4;R$ 1,01;R$ 1,44;88
10/04/2019;9;9;R$ 8,13;R$ 8,56;21
10/04/2019;9;1;R$ 8,13;R$ 8,56;75
10/04/2019;4;7;R$ 1,69;R$ 2,41;88
10/04/2019;6;6;R$ 2,85;R$ 3,00;92
10/04/2019;9;9;R$ 8,13;R$ 8,56;101
10/04/2019;1;8;R$ 6,68;R$ 8,35;107
10/04/2019;5;10;R$ 3,00;R$ 4,28;26
10/04/2019;9;2;R$ 2,64;R$ 2,78;32
10/04/2019;9;3;R$ 2,64;R$ 2,78;35
10/04/2019;2;4;R$ 1,12;R$ 1,18;112
10/04/2019;4;4;R$ 1,69;R$ 2,41;50
10/04/2019;6;8;R$ 2,85;R$ 3,00;31
10/04/2019;7;4;R$ 1,01;R$ 1,44;40
10/04/2019;2;2;R$ 1,12;R$ 1,18;105
10/04/2019;5;9;R$ 3,00;R$ 4,28;90
10/04/2019;9;10;R$ 2,64;R$ 2,78;61
11/04/2019;1;5;R$ 6,68;R$ 8,35;89
11/04/2019;2;1;R$ 1,12;R$ 1,18;12
11/04/2019;3;1;R$ 0,77;R$ 0,96;11
11/04/2019;5;3;R$ 3,00;R$ 4,28;52
11/04/2019;4;6;R$ 1,69;R$ 2,41;86
11/04/2019;7;6;R$ 1,01;R$ 1,44;39
11/04/2019;2;1;R$ 1,12;R$ 1,18;65
11/04/2019;3;4;R$ 0,77;R$ 0,96;92
11/04/2019;9;6;R$ 2,64;R$ 2,78;38
11/04/2019;9;2;R$ 2,64;R$ 2,78;101
11/04/2019;1;9;R$ 6,68;R$ 8,35;61
11/04/2019;4;9;R$ 1,69;R$ 2,41;21
11/04/2019;9;8;R$ 2,64;R$ 2,78;91
11/04/2019;7;4;R$ 1,01;R$ 1,44;104
11/04/2019;9;6;R$ 2,64;R$ 2,78;58
11/04/2019;9;9;R$ 8,13;R$ 8,56;87
11/04/2019;4;5;R$ 1,69;R$ 2,41;41
11/04/2019;1;3;R$ 6,68;R$ 8,35;109
11/04/2019;3;6;R$ 0,77;R$ 0,96;100
11/04/2019;5;8;R$ 3,00;R$ 4,28;62
12/04/2019;1;9;R$ 6,68;R$ 8,35;54
12/04/2019;2;5;R$ 1,12;R$ 1,18;10
12/04/2019;7;6;R$ 1,01;R$ 1,44;101
12/04/2019;1;10;R$ 6,68;R$ 8,35;47
12/04/2019;3;1;R$ 0,77;R$ 0,96;92
